date,p0_status,p0_reason,side,A_status,A_reason,RA,B_status,B_reason,RB,morning_A,downstream_A,downstream_B,epoch,D,D_decomp
20081110,yes,ok,-1.0,resolved,ok,20.0,resolved,ok,-4.75,24.75,-4.75,-4.75,2006-12,24.75,24.75
20081111,yes,ok,-1.0,resolved,ok,16.75,resolved,ok,-4.25,16.75,0.0,-4.25,2006-12,21.0,21.0
20081112,yes,ok,-1.0,resolved,ok,8.5,resolved,ok,0.0,8.5,0.0,0.0,2006-12,8.5,8.5
20081113,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081114,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081117,yes,ok,-1.0,resolved,ok,-9.0,resolved,ok,0.0,-9.0,0.0,0.0,2006-12,-9.0,-9.0
20081118,yes,ok,1.0,resolved,ok,-4.0,resolved,ok,0.0,-4.0,0.0,0.0,2006-12,-4.0,-4.0
20081119,yes,ok,-1.0,resolved,ok,24.25,resolved,ok,0.0,24.25,0.0,0.0,2006-12,24.25,24.25
20081120,yes,ok,1.0,resolved,ok,-26.0,resolved,ok,-6.25,-19.75,-6.25,-6.25,2006-12,-19.75,-19.75
20081121,yes,ok,-1.0,resolved,ok,4.5,resolved,ok,0.0,4.5,0.0,0.0,2006-12,4.5,4.5
20081124,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,15.5,-19.75,0.0,15.5,2006-12,-35.25,-35.25
20081125,yes,ok,-1.0,resolved,ok,18.5,resolved,ok,0.0,18.5,0.0,0.0,2006-12,18.5,18.5
20081126,yes,ok,1.0,resolved,ok,29.0,resolved,ok,-5.0,29.0,0.0,-5.0,2006-12,34.0,34.0
20081127,unknown,missing_decision_prefix_bar:546,,unknown,missing_decision_prefix_bar:546,,unknown,missing_decision_prefix_bar:546,,,,,2006-12,,
20081128,yes,ok,1.0,resolved,ok,-4.25,resolved,ok,0.0,-4.25,0.0,0.0,2006-12,-4.25,-4.25
20081201,yes,ok,-1.0,resolved,ok,25.75,resolved,ok,-4.25,25.75,0.0,-4.25,2006-12,30.0,30.0
20081202,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081203,yes,ok,1.0,resolved,ok,42.75,resolved,ok,0.0,42.75,0.0,0.0,2006-12,42.75,42.75
20081204,yes,ok,1.0,resolved,ok,14.0,resolved,ok,0.0,14.0,0.0,0.0,2006-12,14.0,14.0
20081205,yes,ok,1.0,resolved,ok,-24.25,resolved,ok,-4.5,-19.75,-4.5,-4.5,2006-12,-19.75,-19.75
20081208,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081209,yes,ok,1.0,resolved,ok,29.25,resolved,ok,0.0,29.25,0.0,0.0,2006-12,29.25,29.25
20081210,yes,ok,-1.0,resolved,ok,-13.5,resolved,ok,0.0,-13.5,0.0,0.0,2006-12,-13.5,-13.5
20081211,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20081212,yes,ok,1.0,resolved,ok,21.25,resolved,ok,0.0,21.25,0.0,0.0,2006-12,21.25,21.25
20081215,yes,ok,-1.0,resolved,ok,24.25,resolved,ok,7.0,24.25,0.0,7.0,2006-12,17.25,17.25
20081216,yes,ok,-1.0,resolved,ok,-14.0,resolved,ok,0.0,-14.0,0.0,0.0,2006-12,-14.0,-14.0
20081217,yes,ok,-1.0,resolved,ok,4.0,resolved,ok,0.0,4.0,0.0,0.0,2006-12,4.0,4.0
20081218,yes,ok,-1.0,resolved,ok,-5.75,resolved,ok,0.0,-5.75,0.0,0.0,2006-12,-5.75,-5.75
20081219,yes,ok,1.0,resolved,ok,-1.25,resolved,ok,0.0,-1.25,0.0,0.0,2006-12,-1.25,-1.25
20081222,yes,ok,-1.0,resolved,ok,19.0,resolved,ok,-5.0,19.0,0.0,-5.0,2006-12,24.0,24.0
20081223,yes,ok,1.0,resolved,ok,-6.5,resolved,ok,0.0,-6.5,0.0,0.0,2006-12,-6.5,-6.5
20081224,unknown,missing_decision_prefix_bar:548,,unknown,missing_decision_prefix_bar:548,,unknown,missing_decision_prefix_bar:548,,,,,2006-12,,
20081225,no,calendar_closed,,not_in_P0,calendar_closed,,not_in_P0,calendar_closed,,,,,2006-12,,
20081226,unknown,missing_decision_prefix_bar:553,,unknown,missing_decision_prefix_bar:553,,unknown,missing_decision_prefix_bar:553,,,,,2006-12,,
20081229,yes,ok,-1.0,resolved,ok,20.5,resolved,ok,0.0,20.5,0.0,0.0,2006-12,20.5,20.5
20081230,unknown,missing_decision_prefix_bar:555,,unknown,missing_decision_prefix_bar:555,,unknown,missing_decision_prefix_bar:555,,,,,2006-12,,
20081231,yes,ok,1.0,resolved,ok,16.75,resolved,ok,-4.5,16.75,0.0,-4.5,2006-12,21.25,21.25
20090101,no,calendar_closed,,not_in_P0,calendar_closed,,not_in_P0,calendar_closed,,,,,2006-12,,
20090102,yes,ok,-1.0,resolved,ok,-8.5,resolved,ok,11.25,-19.75,11.25,11.25,2006-12,-19.75,-19.75
20090105,yes,ok,1.0,resolved,ok,4.5,resolved,ok,0.0,4.5,0.0,0.0,2006-12,4.5,4.5
20090106,yes,ok,-1.0,resolved,ok,-1.0,resolved,ok,0.0,-1.0,0.0,0.0,2006-12,-1.0,-1.0
20090107,yes,ok,1.0,resolved,ok,-5.0,resolved,ok,-2.5,-5.0,0.0,-2.5,2006-12,-2.5,-2.5
20090108,yes,ok,-1.0,resolved,ok,1.25,resolved,ok,0.0,1.25,0.0,0.0,2006-12,1.25,1.25
20090109,yes,ok,-1.0,resolved,ok,19.25,resolved,ok,-3.5,19.25,0.0,-3.5,2006-12,22.75,22.75
20090112,yes,ok,-1.0,resolved,ok,17.0,resolved,ok,13.0,17.0,0.0,13.0,2006-12,4.0,4.0
20090113,yes,ok,-1.0,resolved,ok,-22.75,resolved,ok,-3.0,-19.75,-3.0,-3.0,2006-12,-19.75,-19.75
20090114,yes,ok,-1.0,resolved,ok,14.5,resolved,ok,3.0,14.5,0.0,3.0,2006-12,11.5,11.5
20090115,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090116,yes,ok,-1.0,resolved,ok,11.25,resolved,ok,0.0,11.25,0.0,0.0,2006-12,11.25,11.25
20090119,unknown,missing_decision_prefix_bar:552,,unknown,missing_decision_prefix_bar:552,,unknown,missing_decision_prefix_bar:552,,,,,2006-12,,
20090120,yes,ok,-1.0,resolved,ok,27.25,resolved,ok,-4.0,27.25,0.0,-4.0,2006-12,31.25,31.25
20090121,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090122,yes,ok,-1.0,resolved,ok,0.5,resolved,ok,0.0,0.5,0.0,0.0,2006-12,0.5,0.5
20090123,yes,ok,1.0,resolved,ok,17.5,resolved,ok,0.0,17.5,0.0,0.0,2006-12,17.5,17.5
20090126,yes,ok,1.0,unknown,detector:missing_v7m_bar:759,,unknown,detector:missing_v7m_bar:759,,17.75,0.0,-5.0,2006-12,,
20090127,yes,ok,1.0,resolved,ok,5.75,resolved,ok,0.0,5.75,0.0,0.0,2006-12,5.75,5.75
20090128,yes,ok,1.0,resolved,ok,14.75,resolved,ok,0.0,14.75,0.0,0.0,2006-12,14.75,14.75
20090129,yes,ok,-1.0,resolved,ok,0.25,resolved,ok,-2.5,0.25,0.0,-2.5,2006-12,2.75,2.75
20090130,yes,ok,-1.0,resolved,ok,26.75,resolved,ok,-2.25,26.75,0.0,-2.25,2006-12,29.0,29.0
20090202,yes,ok,1.0,resolved,ok,17.25,resolved,ok,0.0,17.25,0.0,0.0,2006-12,17.25,17.25
20090203,yes,ok,-1.0,resolved,ok,-7.25,resolved,ok,0.0,-7.25,0.0,0.0,2006-12,-7.25,-7.25
20090204,yes,ok,-1.0,resolved,ok,-21.75,resolved,ok,-2.0,-19.75,-2.0,-2.0,2006-12,-19.75,-19.75
20090205,yes,ok,1.0,resolved,ok,32.25,resolved,ok,0.0,32.25,0.0,0.0,2006-12,32.25,32.25
20090206,yes,ok,1.0,resolved,ok,20.25,resolved,ok,-4.5,20.25,0.0,-4.5,2006-12,24.75,24.75
20090209,yes,ok,-1.0,resolved,ok,-8.25,resolved,ok,0.0,-8.25,0.0,0.0,2006-12,-8.25,-8.25
20090210,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090211,yes,ok,1.0,resolved,ok,0.5,resolved,ok,-2.25,0.5,0.0,-2.25,2006-12,2.75,2.75
20090212,yes,ok,-1.0,resolved,ok,-14.25,resolved,ok,0.0,-14.25,0.0,0.0,2006-12,-14.25,-14.25
20090213,yes,ok,1.0,resolved,ok,-1.0,resolved,ok,0.0,-1.0,0.0,0.0,2006-12,-1.0,-1.0
20090216,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,,,,2006-12,,
20090217,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090218,yes,ok,-1.0,resolved,ok,-5.75,resolved,ok,-4.5,-5.75,0.0,-4.5,2006-12,-1.25,-1.25
20090219,yes,ok,1.0,resolved,ok,-16.25,resolved,ok,0.0,-16.25,0.0,0.0,2006-12,-16.25,-16.25
20090220,yes,ok,-1.0,resolved,ok,-8.75,resolved,ok,0.0,-8.75,0.0,0.0,2006-12,-8.75,-8.75
20090223,yes,ok,-1.0,resolved,ok,25.75,resolved,ok,18.0,25.75,0.0,18.0,2006-12,7.75,7.75
20090224,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090225,yes,ok,-1.0,resolved,ok,4.25,resolved,ok,0.0,4.25,0.0,0.0,2006-12,4.25,4.25
20090226,yes,ok,-1.0,resolved,ok,3.75,resolved,ok,0.0,3.75,0.0,0.0,2006-12,3.75,3.75
20090227,yes,ok,1.0,resolved,ok,5.5,resolved,ok,0.0,5.5,0.0,0.0,2006-12,5.5,5.5
20090302,yes,ok,1.0,resolved,ok,-7.75,resolved,ok,0.0,-7.75,0.0,0.0,2006-12,-7.75,-7.75
20090303,yes,ok,-1.0,resolved,ok,14.0,resolved,ok,0.0,14.0,0.0,0.0,2006-12,14.0,14.0
20090304,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090305,yes,ok,-1.0,resolved,ok,11.25,resolved,ok,-3.5,11.25,0.0,-3.5,2006-12,14.75,14.75
20090306,yes,ok,-1.0,resolved,ok,22.0,resolved,ok,-5.5,22.0,0.0,-5.5,2006-12,27.5,27.5
20090309,yes,ok,1.0,resolved,ok,1.0,resolved,ok,0.0,1.0,0.0,0.0,2006-12,1.0,1.0
20090310,yes,ok,-1.0,resolved,ok,-1.5,resolved,ok,18.25,-19.75,18.25,18.25,2006-12,-19.75,-19.75
20090311,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090312,yes,ok,1.0,resolved,ok,10.0,resolved,ok,0.0,10.0,0.0,0.0,2006-12,10.0,10.0
20090313,yes,ok,-1.0,resolved,ok,3.5,resolved,ok,0.0,3.5,0.0,0.0,2006-12,3.5,3.5
20090316,yes,ok,-1.0,resolved,ok,4.25,resolved,ok,0.0,4.25,0.0,0.0,2006-12,4.25,4.25
20090317,yes,ok,1.0,resolved,ok,2.0,resolved,ok,-4.5,2.0,0.0,-4.5,2006-12,6.5,6.5
20090318,yes,ok,1.0,resolved,ok,-0.5,resolved,ok,0.0,-0.5,0.0,0.0,2006-12,-0.5,-0.5
20090319,yes,ok,-1.0,resolved,ok,10.75,resolved,ok,0.0,10.75,0.0,0.0,2006-12,10.75,10.75
20090320,yes,ok,1.0,resolved,ok,-5.5,resolved,ok,0.0,-5.5,0.0,0.0,2006-12,-5.5,-5.5
20090323,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090324,yes,ok,1.0,resolved,ok,-1.25,resolved,ok,0.0,-1.25,0.0,0.0,2006-12,-1.25,-1.25
20090325,yes,ok,-1.0,resolved,ok,-6.25,resolved,ok,-5.5,-6.25,0.0,-5.5,2006-12,-0.75,-0.75
20090326,yes,ok,1.0,resolved,ok,8.5,resolved,ok,0.0,8.5,0.0,0.0,2006-12,8.5,8.5
20090327,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20090330,yes,ok,-1.0,resolved,ok,20.75,resolved,ok,7.0,20.75,0.0,7.0,2006-12,13.75,13.75
20090331,yes,ok,1.0,resolved,ok,-3.5,resolved,ok,-2.5,-1.0,-2.5,-2.5,2006-12,-1.0,-1.0
20090401,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090402,yes,ok,1.0,resolved,ok,24.75,resolved,ok,-2.5,24.75,0.0,-2.5,2006-12,27.25,27.25
20090403,yes,ok,1.0,resolved,ok,-2.25,resolved,ok,0.0,-2.25,0.0,0.0,2006-12,-2.25,-2.25
20090406,yes,ok,-1.0,resolved,ok,5.25,resolved,ok,0.0,5.25,0.0,0.0,2006-12,5.25,5.25
20090407,yes,ok,-1.0,resolved,ok,0.25,resolved,ok,-5.5,0.25,0.0,-5.5,2006-12,5.75,5.75
20090408,yes,ok,1.0,resolved,ok,-2.75,resolved,ok,0.0,-2.75,0.0,0.0,2006-12,-2.75,-2.75
20090409,yes,ok,-1.0,resolved,ok,-22.0,resolved,ok,-2.25,-19.75,-2.25,-2.25,2006-12,-19.75,-19.75
20090410,no,calendar_closed,,not_in_P0,calendar_closed,,not_in_P0,calendar_closed,,,,,2006-12,,
20090413,yes,ok,-1.0,resolved,ok,3.25,resolved,ok,0.0,3.25,0.0,0.0,2006-12,3.25,3.25
20090414,yes,ok,-1.0,resolved,ok,-1.25,resolved,ok,0.0,-1.25,0.0,0.0,2006-12,-1.25,-1.25
20090415,yes,ok,-1.0,resolved,ok,4.25,resolved,ok,0.0,4.25,0.0,0.0,2006-12,4.25,4.25
20090416,yes,ok,-1.0,resolved,ok,0.5,resolved,ok,-2.5,3.0,-2.5,-2.5,2006-12,3.0,3.0
20090417,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20090420,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090421,yes,ok,1.0,resolved,ok,16.0,resolved,ok,-3.0,16.0,0.0,-3.0,2006-12,19.0,19.0
20090422,yes,ok,1.0,resolved,ok,31.25,resolved,ok,10.5,31.25,0.0,10.5,2006-12,20.75,20.75
20090423,yes,ok,-1.0,resolved,ok,10.75,resolved,ok,0.0,10.75,0.0,0.0,2006-12,10.75,10.75
20090424,yes,ok,-1.0,resolved,ok,-23.75,resolved,ok,-4.0,-19.75,-4.0,-4.0,2006-12,-19.75,-19.75
20090427,yes,ok,1.0,resolved,ok,14.75,resolved,ok,0.0,14.75,0.0,0.0,2006-12,14.75,14.75
20090428,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090429,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090430,yes,ok,1.0,resolved,ok,17.5,resolved,ok,-1.75,17.5,0.0,-1.75,2006-12,19.25,19.25
20090501,yes,ok,-1.0,resolved,ok,-0.75,resolved,ok,0.0,-0.75,0.0,0.0,2006-12,-0.75,-0.75
20090504,yes,ok,-1.0,resolved,ok,-15.0,resolved,ok,-3.25,-15.0,0.0,-3.25,2006-12,-11.75,-11.75
20090505,yes,ok,-1.0,resolved,ok,6.25,resolved,ok,0.0,6.25,0.0,0.0,2006-12,6.25,6.25
20090506,yes,ok,-1.0,resolved,ok,25.25,resolved,ok,-5.25,25.25,0.0,-5.25,2006-12,30.5,30.5
20090507,yes,ok,-1.0,resolved,ok,39.0,resolved,ok,9.25,39.0,0.0,9.25,2006-12,29.75,29.75
20090508,yes,ok,-1.0,resolved,ok,15.25,resolved,ok,0.0,15.25,0.0,0.0,2006-12,15.25,15.25
20090511,yes,ok,1.0,resolved,ok,18.25,resolved,ok,0.0,18.25,0.0,0.0,2006-12,18.25,18.25
20090512,yes,ok,-1.0,resolved,ok,24.5,resolved,ok,11.0,24.5,0.0,11.0,2006-12,13.5,13.5
20090513,yes,ok,-1.0,resolved,ok,13.75,resolved,ok,0.0,13.75,0.0,0.0,2006-12,13.75,13.75
20090514,yes,ok,1.0,resolved,ok,8.0,resolved,ok,0.0,8.0,0.0,0.0,2006-12,8.0,8.0
20090515,yes,ok,1.0,resolved,ok,12.25,resolved,ok,0.0,12.25,0.0,0.0,2006-12,12.25,12.25
20090518,yes,ok,1.0,resolved,ok,2.0,resolved,ok,-1.75,2.0,0.0,-1.75,2006-12,3.75,3.75
20090519,yes,ok,-1.0,resolved,ok,-22.75,resolved,ok,-3.0,-19.75,-3.0,-3.0,2006-12,-19.75,-19.75
20090520,yes,ok,1.0,resolved,ok,8.5,resolved,ok,-3.5,8.5,0.0,-3.5,2006-12,12.0,12.0
20090521,yes,ok,-1.0,resolved,ok,12.5,resolved,ok,-3.5,12.5,0.0,-3.5,2006-12,16.0,16.0
20090522,yes,ok,-1.0,resolved,ok,-6.5,resolved,ok,0.0,-6.5,0.0,0.0,2006-12,-6.5,-6.5
20090525,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20090526,yes,ok,1.0,resolved,ok,46.0,resolved,ok,10.75,46.0,0.0,10.75,2006-12,35.25,35.25
20090527,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090528,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090529,yes,ok,-1.0,resolved,ok,0.25,resolved,ok,0.0,0.25,0.0,0.0,2006-12,0.25,0.25
20090601,yes,ok,1.0,resolved,ok,20.5,resolved,ok,0.0,20.5,0.0,0.0,2006-12,20.5,20.5
20090602,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090603,yes,ok,1.0,resolved,ok,1.5,resolved,ok,0.0,1.5,0.0,0.0,2006-12,1.5,1.5
20090604,yes,ok,1.0,resolved,ok,2.75,resolved,ok,0.0,2.75,0.0,0.0,2006-12,2.75,2.75
20090605,yes,ok,-1.0,resolved,ok,10.5,resolved,ok,0.0,10.5,0.0,0.0,2006-12,10.5,10.5
20090608,yes,ok,1.0,resolved,ok,-15.0,resolved,ok,0.0,-15.0,0.0,0.0,2006-12,-15.0,-15.0
20090609,yes,ok,1.0,resolved,ok,-2.5,resolved,ok,0.0,-2.5,0.0,0.0,2006-12,-2.5,-2.5
20090610,yes,ok,-1.0,resolved,ok,23.5,resolved,ok,0.0,23.5,0.0,0.0,2006-12,23.5,23.5
20090611,yes,ok,1.0,resolved,ok,5.5,resolved,ok,0.0,5.5,0.0,0.0,2006-12,5.5,5.5
20090612,yes,ok,-1.0,resolved,ok,7.75,resolved,ok,0.0,7.75,0.0,0.0,2006-12,7.75,7.75
20090615,yes,ok,-1.0,resolved,ok,16.25,resolved,ok,0.0,16.25,0.0,0.0,2006-12,16.25,16.25
20090616,yes,ok,-1.0,resolved,ok,-6.0,resolved,ok,0.0,-6.0,0.0,0.0,2006-12,-6.0,-6.0
20090617,yes,ok,1.0,resolved,ok,2.5,resolved,ok,0.0,2.5,0.0,0.0,2006-12,2.5,2.5
20090618,yes,ok,-1.0,resolved,ok,-0.75,resolved,ok,0.0,-0.75,0.0,0.0,2006-12,-0.75,-0.75
20090619,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20090622,yes,ok,1.0,resolved,ok,-21.5,resolved,ok,-1.75,-19.75,-1.75,-1.75,2006-12,-19.75,-19.75
20090623,yes,ok,-1.0,resolved,ok,9.75,resolved,ok,0.0,9.75,0.0,0.0,2006-12,9.75,9.75
20090624,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090625,yes,ok,1.0,resolved,ok,27.75,resolved,ok,11.75,27.75,0.0,11.75,2006-12,16.0,16.0
20090626,yes,ok,1.0,resolved,ok,6.25,resolved,ok,0.0,6.25,0.0,0.0,2006-12,6.25,6.25
20090629,unknown,missing_decision_prefix_bar:552,,unknown,missing_decision_prefix_bar:552,,unknown,missing_decision_prefix_bar:552,,,,,2006-12,,
20090630,yes,ok,1.0,resolved,ok,-16.0,resolved,ok,0.0,-16.0,0.0,0.0,2006-12,-16.0,-16.0
20090701,yes,ok,-1.0,resolved,ok,-10.0,resolved,ok,0.0,-10.0,0.0,0.0,2006-12,-10.0,-10.0
20090702,yes,ok,-1.0,resolved,ok,6.75,resolved,ok,-3.5,6.75,0.0,-3.5,2006-12,10.25,10.25
20090703,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20090706,yes,ok,-1.0,resolved,ok,4.75,resolved,ok,0.0,4.75,0.0,0.0,2006-12,4.75,4.75
20090707,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,11.75,-19.75,0.0,11.75,2006-12,-31.5,-31.5
20090708,yes,ok,-1.0,resolved,ok,12.25,resolved,ok,0.0,12.25,0.0,0.0,2006-12,12.25,12.25
20090709,yes,ok,-1.0,resolved,ok,1.25,resolved,ok,0.0,1.25,0.0,0.0,2006-12,1.25,1.25
20090710,yes,ok,1.0,resolved,ok,-9.75,resolved,ok,0.0,-9.75,0.0,0.0,2006-12,-9.75,-9.75
20090713,yes,ok,-1.0,resolved,ok,-12.5,resolved,ok,0.0,-14.25,1.75,0.0,2006-12,-12.5,-12.5
20090714,yes,ok,1.0,resolved,ok,4.0,resolved,ok,0.0,4.0,0.0,0.0,2006-12,4.0,4.0
20090715,yes,ok,1.0,resolved,ok,17.75,resolved,ok,0.0,17.75,0.0,0.0,2006-12,17.75,17.75
20090716,yes,ok,1.0,resolved,ok,3.25,resolved,ok,0.0,3.25,0.0,0.0,2006-12,3.25,3.25
20090717,yes,ok,-1.0,resolved,ok,0.0,resolved,ok,0.0,0.0,0.0,0.0,2006-12,0.0,0.0
20090720,yes,ok,-1.0,resolved,ok,-6.0,resolved,ok,0.0,-6.0,0.0,0.0,2006-12,-6.0,-6.0
20090721,yes,ok,-1.0,resolved,ok,3.5,resolved,ok,0.0,3.5,0.0,0.0,2006-12,3.5,3.5
20090722,yes,ok,-1.0,resolved,ok,-15.0,resolved,ok,-3.25,-15.0,0.0,-3.25,2006-12,-11.75,-11.75
20090723,yes,ok,1.0,resolved,ok,27.5,resolved,ok,-3.25,27.5,0.0,-3.25,2006-12,30.75,30.75
20090724,yes,ok,1.0,resolved,ok,2.5,resolved,ok,0.0,2.5,0.0,0.0,2006-12,2.5,2.5
20090727,yes,ok,1.0,resolved,ok,-4.75,resolved,ok,-4.0,-4.75,0.0,-4.0,2006-12,-0.75,-0.75
20090728,yes,ok,1.0,resolved,ok,-9.5,resolved,ok,0.0,-9.5,0.0,0.0,2006-12,-9.5,-9.5
20090729,yes,ok,1.0,resolved,ok,-5.75,resolved,ok,0.0,-5.75,0.0,0.0,2006-12,-5.75,-5.75
20090730,yes,ok,1.0,resolved,ok,6.25,resolved,ok,-2.5,6.25,0.0,-2.5,2006-12,8.75,8.75
20090731,yes,ok,1.0,resolved,ok,1.0,resolved,ok,-2.25,1.0,0.0,-2.25,2006-12,3.25,3.25
20090803,yes,ok,1.0,resolved,ok,-7.75,resolved,ok,0.0,-7.75,0.0,0.0,2006-12,-7.75,-7.75
20090804,yes,ok,-1.0,resolved,ok,-8.25,resolved,ok,0.0,-8.25,0.0,0.0,2006-12,-8.25,-8.25
20090805,yes,ok,-1.0,resolved,ok,14.0,resolved,ok,-3.75,14.0,0.0,-3.75,2006-12,17.75,17.75
20090806,yes,ok,1.0,resolved,ok,-23.0,resolved,ok,-3.25,-19.75,-3.25,-3.25,2006-12,-19.75,-19.75
20090807,yes,ok,1.0,resolved,ok,-1.75,resolved,ok,0.0,-1.75,0.0,0.0,2006-12,-1.75,-1.75
20090810,yes,ok,1.0,resolved,ok,-3.5,resolved,ok,0.0,-3.5,0.0,0.0,2006-12,-3.5,-3.5
20090811,yes,ok,1.0,resolved,ok,-15.25,resolved,ok,0.0,-15.25,0.0,0.0,2006-12,-15.25,-15.25
20090812,yes,ok,1.0,resolved,ok,25.5,resolved,ok,-3.5,25.5,0.0,-3.5,2006-12,29.0,29.0
20090813,yes,ok,-1.0,resolved,ok,5.25,resolved,ok,0.0,5.25,0.0,0.0,2006-12,5.25,5.25
20090814,yes,ok,-1.0,resolved,ok,22.5,resolved,ok,5.25,22.5,0.0,5.25,2006-12,17.25,17.25
20090817,yes,ok,-1.0,resolved,ok,9.5,resolved,ok,0.0,9.5,0.0,0.0,2006-12,9.5,9.5
20090818,yes,ok,1.0,resolved,ok,2.5,resolved,ok,-2.25,4.75,-2.25,-2.25,2006-12,4.75,4.75
20090819,yes,ok,1.0,resolved,ok,9.25,resolved,ok,0.0,9.25,0.0,0.0,2006-12,9.25,9.25
20090820,yes,ok,1.0,resolved,ok,9.75,resolved,ok,-3.0,9.75,0.0,-3.0,2006-12,12.75,12.75
20090821,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090824,yes,ok,1.0,resolved,ok,3.75,resolved,ok,0.0,3.75,0.0,0.0,2006-12,3.75,3.75
20090825,yes,ok,1.0,resolved,ok,1.5,resolved,ok,0.0,1.5,0.0,0.0,2006-12,1.5,1.5
20090826,yes,ok,1.0,resolved,ok,-6.0,resolved,ok,0.0,-6.0,0.0,0.0,2006-12,-6.0,-6.0
20090827,yes,ok,-1.0,resolved,ok,11.75,resolved,ok,-2.25,11.75,0.0,-2.25,2006-12,14.0,14.0
20090828,yes,ok,-1.0,resolved,ok,11.75,resolved,ok,0.0,11.75,0.0,0.0,2006-12,11.75,11.75
20090831,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20090901,yes,ok,1.0,resolved,ok,-25.0,resolved,ok,-5.25,-19.75,-5.25,-5.25,2006-12,-19.75,-19.75
20090902,yes,ok,1.0,resolved,ok,8.0,resolved,ok,0.0,8.0,0.0,0.0,2006-12,8.0,8.0
20090903,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20090904,yes,ok,1.0,resolved,ok,8.0,resolved,ok,0.0,8.0,0.0,0.0,2006-12,8.0,8.0
20090907,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
